requests_per_ip_10s,requests_per_ip_60s,endpoint_entropy,latency_spike,error_rate,request_variance,label
2,13,1.9352,0,0.0289,55.6704,0
2,16,0.9184,0,0.0099,31.9298,0
3,22,1.9739,0,0.0203,82.5033,0
1,14,1.8633,0,0.0085,32.9144,0
2,9,1.9862,0,0.0177,48.2177,0
2,18,1.0988,0,0.0494,73.0605,0
2,19,0.6372,0,0.0164,93.7074,0
3,16,1.6084,0,0.0354,22.6045,0
6,15,1.6193,0,0.0211,70.8573,0
1,19,1.6861,0,0.0133,57.7832,0
6,16,0.9677,0,0.016,56.9969,0
4,21,1.7309,0,0.0126,40.7424,0
5,23,0.6528,0,0.0019,33.7601,0
3,17,2.254,0,0.022,60.2283,0
3,16,1.3552,0,0.0313,70.6722,0
2,20,1.6789,0,0.0156,48.0094,0
5,22,1.5843,1,0.0187,45.676,0
3,19,1.7238,0,0.0393,32.9717,0
0,19,1.1946,0,0.0084,10.0,0
24,65,1.4296,1,0.3937,303.6704,1
5,16,1.6129,0,0.004,35.1598,0
3,22,1.0579,0,0.0209,55.5008,0
3,11,1.3215,0,0.0031,74.2844,0
2,13,0.981,0,0.0151,60.6234,0
3,24,1.217,0,0.0056,65.4784,0
374,816,0.9835,1,0.208,5.8217,1
1,15,0.7234,0,0.0258,43.9701,0
5,16,2.0288,1,0.0015,51.1635,0
1,18,1.3106,0,0.0255,27.6313,0
3,12,0.702,0,0.0341,14.811,0
4,21,1.6246,0,0.0021,36.903,0
1,14,2.0033,0,0.043,54.1346,0
3,16,1.4917,0,0.0043,42.9809,0
3,11,0.7233,0,0.0307,84.9174,0
4,23,1.3278,0,0.0223,33.7434,0
6,25,1.9327,0,0.012,22.7567,0
6,26,1.9548,0,0.0064,42.5979,0
6,27,1.088,0,0.0276,53.7831,0
2,20,1.4526,0,0.0341,69.6565,0
2,14,1.2399,0,0.027,96.8346,0
4,16,2.1681,0,0.0256,17.1307,0
5,26,1.3183,0,0.0036,59.9781,0
1,11,0.8727,0,0.0039,71.942,0
1,17,2.5717,0,0.0107,33.8843,0
4,22,1.0271,0,0.0143,49.1316,0
4,16,2.2723,0,0.0072,51.223,0
2,15,1.2192,0,0.0215,51.8189,0
5,20,2.0673,1,0.0361,89.6454,0
1,17,0.9429,0,0.0059,37.8343,0
3,27,0.7569,0,0.0309,29.4785,0
2,15,0.4457,0,0.0066,73.7817,0
5,27,1.4107,0,0.0155,82.5954,0
2,14,1.9078,0,0.008,47.3717,0
4,27,0.9781,0,0.0037,52.5788,0
1,16,2.2015,0,0.0394,43.1127,0
3,18,1.7171,0,0.0063,17.7203,0
4,17,1.9428,0,0.0573,10.0,0
3,14,1.453,0,0.0065,82.4961,0
1,20,0.5797,0,0.0222,90.4402,0
3,11,1.3137,0,0.0158,29.0717,0
7,31,1.2642,0,0.0196,58.9472,0
4,17,1.4624,0,0.0093,51.0614,0
4,22,1.9571,0,0.0454,56.8019,0
27,138,2.1479,1,0.5633,152.2715,1
2,14,0.2455,0,0.0138,71.4498,0
4,23,2.2138,0,0.0085,19.7601,0
2,15,0.6802,0,0.0612,57.5434,0
3,13,1.3787,0,0.0029,33.1423,0
0,16,1.7675,0,0.0005,74.9126,0
2,15,0.9284,0,0.0069,68.7412,0
1,20,1.3711,0,0.0479,52.6589,0
4,23,1.4164,0,0.0096,54.863,0
1,12,2.566,0,0.0037,10.0,0
6,15,1.341,0,0.0031,17.9226,0
5,16,1.1944,0,0.0236,30.6833,0
5,20,1.8575,0,0.0029,31.9262,0
7,24,1.7784,0,0.0093,45.7926,0
3,23,1.1135,0,0.0015,40.2295,0
6,25,1.6187,0,0.0017,70.3298,0
2,20,1.9131,0,0.0098,54.7588,0
2,24,2.2433,0,0.0377,82.4189,0
3,22,1.8224,0,0.0024,51.5436,0
3,19,1.7939,0,0.0956,23.1062,0
3,19,1.3933,0,0.0695,69.4101,0
3,14,1.6968,0,0.0003,78.2267,0
6,29,0.7142,0,0.036,60.9149,0
1,21,2.489,0,0.0836,21.3687,0
2,19,1.9188,0,0.0002,15.209,0
3,12,1.7873,0,0.0445,71.6383,0
3,18,2.4615,0,0.0022,45.8621,0
4,13,1.3944,0,0.0077,38.8332,0
7,25,0.7803,0,0.0126,50.8635,0
3,20,2.8094,0,0.0261,44.7123,0
4,13,1.217,0,0.0111,43.7876,0
5,18,0.5259,0,0.0126,62.5444,0
1,23,1.9113,0,0.0105,31.1028,0
1,12,1.2996,0,0.0212,42.207,0
4,17,2.1936,0,0.01,69.3656,0
10,20,2.5574,1,0.6009,424.4749,1
26,28,1.7601,1,0.9852,120.3028,1
2,17,1.3612,0,0.0015,50.7054,0
3,23,2.3614,0,0.0133,68.215,0
2,25,1.8608,0,0.0002,15.844,0
2,13,1.5847,0,0.0136,25.8268,0
1,21,1.27,0,0.0008,64.7,0
0,10,1.281,0,0.0033,84.6881,0
2,17,1.2209,0,0.0203,74.3155,0
1,23,1.0188,0,0.0087,45.0174,0
7,20,1.1333,0,0.0063,19.4497,0
2,16,2.241,0,0.0026,80.0234,0
4,25,0.9941,1,0.0071,36.214,0
4,18,2.0563,0,0.004,43.3622,0
0,15,1.1051,0,0.014,49.9619,0
6,21,2.3348,0,0.0297,38.9019,0
4,20,0.3189,0,0.0067,36.2403,0
6,23,1.929,0,0.0302,35.7342,0
6,18,0.9276,0,0.027,45.5632,0
3,20,1.2345,0,0.0355,58.6883,0
5,26,1.7062,0,0.0152,46.7804,0
4,17,1.8609,0,0.0159,23.8749,0
2,14,1.4143,0,0.0369,45.1788,0
5,14,1.2325,0,0.0489,44.6217,0
3,22,2.209,0,0.0047,15.1389,0
3,19,1.1333,1,0.0386,54.7071,0
3,20,2.2743,0,0.0368,56.4043,0
1,20,0.5507,0,0.0363,46.4212,0
3,11,1.4873,0,0.0154,36.851,0
0,17,1.4989,1,0.0614,46.4525,0
5,15,2.5871,0,0.0258,43.7145,0
7,17,1.4152,0,0.0025,14.8031,0
3,18,1.9067,0,0.0091,17.6086,0
5,23,1.5782,0,0.0289,48.0929,0
4,20,1.7885,0,0.01,18.1467,0
584,596,0.5101,0,0.0117,1.965,1
6,28,2.1205,0,0.0006,56.3965,0
6,18,1.8097,0,0.0243,21.8425,0
2,12,2.0127,0,0.0303,41.0729,0
1,17,0.8163,0,0.0094,38.6596,0
0,13,1.6913,0,0.0218,54.3372,0
3,23,1.212,0,0.0467,47.0131,0
2,17,1.1401,0,0.009,68.1522,0
3,16,0.9298,0,0.0457,52.6657,0
8,26,2.0666,0,0.0187,48.1288,0
4,21,1.5415,0,0.0213,52.8382,0
2,17,1.5321,0,0.0123,47.0546,0
2,17,1.4369,0,0.0066,20.9888,0
1,20,1.5149,0,0.0106,59.9114,0
5,26,1.3706,0,0.0048,103.812,0
624,1025,0.675,1,0.1157,5.8709,1
3,22,0.1909,0,0.0098,63.0155,0
5,18,1.843,0,0.0303,27.6979,0
2,14,0.8679,0,0.0179,54.0584,0
7,20,2.3588,0,0.0247,31.9124,0
3,20,1.3216,0,0.0286,31.4035,0
6,25,0.5294,0,0.0157,50.9072,0
1,14,1.8954,0,0.0123,10.9513,0
209,399,0.0227,1,0.0858,4.3996,1
2,16,1.7475,0,0.0085,37.7062,0
28,4214,1.7791,0,0.2519,15.4767,1
6,21,1.4424,0,0.0025,29.8339,0
4,21,0.8136,0,0.0075,57.0296,0
0,20,2.8323,0,0.0126,48.6049,0
6,22,0.1737,0,0.0122,33.1888,0
7,23,2.0301,0,0.0078,58.605,0
10,28,1.0692,0,0.0021,48.0124,0
2,15,1.5126,0,0.0039,67.8398,0
1,8,1.3607,1,0.0059,58.2392,0
2,23,1.3263,0,0.0535,50.955,0
3,14,1.1259,0,0.0225,63.3312,0
13,38,1.7543,1,0.6347,108.3426,1
1,12,2.1522,0,0.0396,92.3007,0
0,12,1.3411,0,0.0327,59.0438,0
2,19,1.7217,0,0.044,77.136,0
3,16,1.5801,0,0.0017,54.021,0
2,17,0.5733,0,0.018,61.0567,0
2,16,1.9402,0,0.0377,35.2424,0
3,21,1.4795,1,0.0037,73.8506,0
4,24,0.756,0,0.0105,24.5509,0
2,18,2.2302,0,0.0212,61.5272,0
2,18,1.6142,0,0.0007,38.2958,0
4,28,1.6494,0,0.0071,73.7243,0
2,12,1.96,0,0.0167,22.6075,0
2,14,1.27,0,0.0077,53.5886,0
8,23,1.4762,0,0.0097,43.0023,0
0,15,2.2171,0,0.0039,15.2115,0
800,1176,0.3899,1,0.0158,7.3194,1
514,614,0.0915,1,0.0085,8.0663,1
4,15,1.0793,0,0.0142,66.0083,0
28,131,2.6076,1,0.5123,172.2585,1
2,16,2.3625,0,0.011,75.1305,0
2,19,1.3282,0,0.0348,63.6,0
0,16,2.0825,0,0.0178,37.0252,0
4,23,0.8732,0,0.0337,19.6114,0
14,76,0.1005,0,0.5392,27.3407,1
6,18,1.0454,0,0.0741,43.0268,0
3,20,1.2516,0,0.0224,38.0819,0
2,15,1.5339,0,0.0278,79.3533,0
3,26,1.7841,1,0.028,41.2205,0
0,14,1.242,0,0.0297,54.6271,0
2,19,1.6305,0,0.0356,91.0263,0
2,13,1.6017,0,0.02,49.3709,0
4,14,1.5274,0,0.0189,37.9601,0
7,24,0.9154,0,0.0146,36.2448,0
2,15,1.5096,0,0.0162,52.1056,0
3,13,1.741,0,0.0108,41.4021,0
2,21,2.1642,0,0.0299,48.0692,0
7,18,1.1734,0,0.0202,64.9162,0
25,1089,1.638,0,0.0306,2.8334,1
3,13,1.5918,0,0.0356,33.245,0
3,19,1.2241,0,0.0013,101.164,0
6,19,1.9488,0,0.0111,74.4441,0
3,21,1.1578,0,0.0006,77.5453,0
2,24,1.7092,0,0.0126,53.7511,0
2,24,1.2983,0,0.0019,10.0,0
4,14,2.3384,0,0.0563,39.4454,0
3,25,1.3501,0,0.0043,77.6942,0
2,19,2.1058,0,0.0191,65.9388,0
5,16,1.1528,0,0.0115,34.3763,0
3,18,0.6332,0,0.0545,53.3229,0
3,14,1.78,0,0.0243,56.034,0
1,15,2.4862,0,0.0064,61.6455,0
3,20,1.001,0,0.0132,41.4853,0
938,1190,0.6529,1,0.1405,9.0441,1
7,21,1.6004,0,0.0097,86.2213,0
3,10,0.6475,0,0.0083,32.9422,0
3,14,1.4432,1,0.0145,29.7801,0
2,21,2.8983,0,0.0015,46.2089,0
3,18,2.5426,0,0.0023,44.6036,0
6,25,1.428,0,0.0124,34.0425,0
3,15,1.9051,0,0.0053,78.2258,0
4,15,2.3192,0,0.0148,57.139,0
1,26,2.2286,0,0.0115,18.8332,0
3,20,1.2007,0,0.0485,44.6012,0
5,19,1.2108,0,0.0227,95.3298,0
2,19,1.6443,0,0.0121,10.0,0
2,12,1.1621,1,0.0139,51.4683,0
4,17,1.8594,0,0.0687,13.4851,0
4,16,0.8816,0,0.0051,40.6056,0
5,22,1.6565,0,0.025,60.5835,0
4,21,1.0651,0,0.01,71.3458,0
4,21,1.9705,0,0.0096,10.0,0
3,23,1.3552,0,0.082,74.5995,0
3,17,1.1681,0,0.0375,46.0569,0
4,26,1.7512,0,0.0233,53.5034,0
3,20,1.4087,0,0.0487,51.0346,0
1,12,1.2651,0,0.0197,74.1734,0
3,16,1.4513,0,0.0104,78.7687,0
3,11,1.1141,0,0.0034,83.226,0
818,1099,0.446,0,0.0277,2.3171,1
4,20,1.2832,0,0.0086,43.1538,0
5,22,1.4532,0,0.0736,70.0926,0
6,18,1.509,0,0.003,74.2135,0
0,13,1.7003,0,0.013,56.8672,0
3,23,1.7231,0,0.0119,59.0992,0
2,14,2.3276,0,0.0374,16.9902,0
3,19,1.8188,0,0.0087,94.7605,0
3,17,1.0882,0,0.007,22.6335,0
4,17,0.8385,0,0.0179,39.8372,0
1,19,0.9905,0,0.0167,51.1563,0
5,16,1.4493,0,0.0243,82.8646,0
1,13,1.9384,0,0.0073,42.2217,0
7,17,1.9706,0,0.0,10.0,0
5,16,1.9702,0,0.013,47.8613,0
4,20,1.9181,0,0.0498,29.9955,0
5,16,1.1703,0,0.0003,30.9849,0
4,21,0.984,0,0.0235,63.6467,0
1,18,2.4571,0,0.0279,54.1484,0
27,40,2.3001,1,0.817,428.2163,1
4,21,0.5409,0,0.0224,74.5955,0
3,15,1.3495,0,0.0525,84.5575,0
8,22,1.2352,0,0.0126,61.1048,0
6,19,1.4304,0,0.0273,25.9764,0
1,13,1.7075,0,0.0368,18.8705,0
2,15,1.8368,0,0.0118,67.9382,0
5,22,1.8412,0,0.0096,75.4002,0
6,22,2.2773,0,0.0243,52.5777,0
5,21,2.0539,0,0.0377,61.9849,0
4,20,1.8732,0,0.0882,34.0774,0
4,23,1.0751,0,0.0035,61.293,0
3,18,1.6157,0,0.0274,73.8163,0
5,25,1.8639,0,0.0234,52.5105,0
0,14,1.5594,0,0.0091,73.5846,0
6,26,1.4695,0,0.0061,38.6317,0
22,29,1.1276,1,0.7745,159.9254,1
10,29,1.8877,0,0.0097,40.0943,0
4,13,1.0023,0,0.0022,39.7577,0
34,116,1.7017,1,0.7303,239.7045,1
4,13,1.9541,0,0.0278,59.604,0
0,19,0.9586,0,0.0197,88.0493,0
2,15,1.6989,0,0.0253,58.2614,0
3,25,1.0761,0,0.0251,26.2115,0
2,10,1.537,0,0.0145,42.6142,0
1,19,1.863,0,0.0369,28.4615,0
2,22,1.1484,0,0.0443,19.3322,0
4,12,1.4495,0,0.0124,27.563,0
3,23,1.0101,0,0.0202,35.507,0
33,148,2.6851,1,0.6014,476.5809,1
30,15,1.8628,1,0.4217,128.5358,1
2,17,1.3378,0,0.0214,36.2236,0
4,17,1.7749,0,0.0465,40.3177,0
0,15,1.2006,0,0.1334,32.8243,0
3,19,0.541,0,0.0001,63.2609,0
4,25,1.7392,0,0.0069,10.0,0
3,26,1.9003,0,0.027,16.0867,0
2,18,1.0692,0,0.0166,31.8595,0
34,2007,1.4616,0,0.0261,8.6499,1
0,10,0.728,0,0.0002,69.7566,0
4,21,1.9641,0,0.0005,24.8813,0
6,14,1.464,0,0.0243,22.9449,0
2,20,1.5318,0,0.0025,12.867,0
4,16,1.5344,0,0.0074,60.118,0
3,23,0.7047,0,0.0087,48.1266,0
1,15,1.705,0,0.0018,20.2626,0
5,14,1.5253,0,0.0033,79.7961,0
5,24,1.4353,0,0.0333,56.4379,0
4,9,1.2338,0,0.0095,10.0,0
5,15,0.7183,0,0.013,28.2446,0
37,21,1.5302,1,0.9195,390.9214,1
3,24,0.9908,0,0.0589,71.2169,0
4,20,1.6486,0,0.0014,40.7035,0
1,21,0.9116,0,0.0097,51.0503,0
5,26,1.607,0,0.0202,71.8826,0
4,16,2.4246,0,0.0046,59.989,0
3,20,1.2696,0,0.0159,10.0,0
0,17,0.9414,0,0.0145,60.623,0
1,10,1.6948,0,0.0008,10.0,0
4,28,0.8602,0,0.005,32.0641,0
895,1133,0.392,1,0.1728,6.2491,1
158,572,0.4323,1,0.0389,7.2845,1
2,16,2.0859,0,0.0095,79.962,0
3,16,1.4932,0,0.001,49.4618,0
6,58,0.3929,1,0.8218,18.5829,1
4,15,0.2754,0,0.0774,30.6758,0
35,1228,1.3491,0,0.3415,16.6871,1
27,144,2.942,1,0.4482,198.5341,1
4,18,2.0888,0,0.0154,66.1471,0
2,22,2.2764,0,0.0055,53.6886,0
2,18,1.8987,0,0.0215,39.2951,0
6,21,1.8618,0,0.0112,52.1588,0
1,12,1.7858,0,0.0314,43.3981,0
4,22,1.2048,0,0.0026,73.0756,0
3,18,1.6688,0,0.0069,52.1439,0
4,16,1.6204,0,0.0032,40.2658,0
6,19,1.1977,0,0.0499,46.4524,0
28,37,2.2251,1,0.4685,306.7015,1
1,12,2.1177,0,0.0256,62.7424,0
1,13,2.0727,0,0.0355,40.5218,0
6,24,1.3521,0,0.0095,32.9062,0
5,14,3.0,0,0.0006,60.3144,0
2,20,1.1752,0,0.036,49.5697,0
0,18,0.548,0,0.0043,67.1873,0
1,14,2.2866,0,0.0193,58.617,0
3,22,1.572,0,0.0068,67.6723,0
1,18,2.0909,0,0.0022,40.1018,0
14,25,0.4555,0,0.6577,20.7842,1
3,19,1.8023,0,0.0033,82.3902,0
7,26,0.9349,0,0.0788,98.2335,0
4,23,2.6059,0,0.0164,70.5632,0
2,12,0.8349,0,0.0241,24.3584,0
5,21,1.1659,0,0.0057,67.8702,0
2,16,1.405,0,0.0065,54.2685,0
2,17,2.2559,0,0.0155,67.7999,0
0,12,1.5833,0,0.0028,58.1698,0
168,312,0.6141,1,0.0633,7.4036,1
4,23,0.68,0,0.0305,45.5517,0
0,14,0.6296,0,0.0049,75.3004,0
7,22,1.2097,0,0.0196,10.0,0
3,18,2.272,0,0.0066,64.3327,0
4,21,0.6581,0,0.0049,62.2213,0
4,16,2.6822,0,0.0242,13.1424,0
1,16,1.7992,0,0.03,102.107,0
984,1178,0.3834,1,0.0656,3.2703,1
1,19,1.988,0,0.0067,73.8172,0
3,24,1.0799,0,0.03,47.6824,0
5,17,0.865,0,0.0145,47.6958,0
6,29,1.2186,0,0.0081,35.0189,0
0,12,0.6546,0,0.0228,72.5793,0
3,11,1.7205,0,0.006,29.6626,0
1,15,1.9807,0,0.0095,57.5046,0
5,22,1.5666,0,0.0005,64.6715,0
4,15,1.9882,1,0.0121,45.395,0
2,17,1.5682,0,0.0132,71.4995,0
1,8,1.6259,0,0.0061,39.3849,0
5,18,1.4514,0,0.0299,70.3832,0
3,14,1.4603,0,0.0362,34.9379,0
2,18,0.7544,0,0.047,38.68,0
1,15,1.0519,0,0.0212,51.7675,0
7,25,0.8668,0,0.0075,62.1927,0
7,25,2.045,0,0.0296,68.0521,0
5,16,0.3473,1,0.0138,10.0,0
3,19,1.8027,0,0.053,44.3704,0
2,16,1.939,0,0.0184,25.356,0
21,4941,1.4344,1,0.3028,12.4691,1
5,24,1.7365,0,0.0574,52.0265,0
1,13,1.0736,0,0.0081,66.8297,0
4,16,0.9646,0,0.0038,88.2284,0
35,248,1.5054,1,0.1569,10.2007,1
3,24,1.9782,0,0.0027,63.2959,0
2,13,1.6696,0,0.0118,42.7078,0
29,18,2.712,1,0.546,359.5113,1
6,18,1.4362,0,0.0376,46.3151,0
36,1911,2.068,0,0.0423,9.0308,1
3,16,1.8876,0,0.0092,67.1721,0
5,26,1.1884,0,0.0051,34.3904,0
6,17,2.5852,0,0.0416,71.1185,0
1,14,0.8808,0,0.0439,10.0,0
35,3576,2.0143,1,0.094,5.0291,1
4,18,2.1031,0,0.0431,49.4944,0
4,14,1.3161,0,0.008,64.0507,0
2,15,1.1894,0,0.0298,11.6826,0
7,23,0.582,0,0.038,34.3102,0
6,53,0.186,0,0.6592,21.257,1
5,27,1.6233,0,0.0022,39.7938,0
2,20,1.5119,0,0.0045,57.4678,0
3,24,0.3894,0,0.0659,64.8551,0
5,17,1.3213,0,0.0026,33.144,0
4,20,1.3896,0,0.0332,23.1724,0
3,18,2.2144,0,0.0023,20.5174,0
2,20,1.9328,0,0.0188,70.4486,0
4,18,1.663,0,0.0077,63.1628,0
4,16,1.6871,0,0.04,14.9589,0
1,22,1.658,0,0.0073,57.7271,0
3,25,1.5371,0,0.0215,49.2667,0
1,11,2.2255,0,0.0083,86.1439,0
4,16,1.5314,0,0.0081,36.4025,0
6,21,0.9229,0,0.0039,46.3399,0
2,20,1.0791,0,0.0038,24.6124,0
3,16,1.6715,0,0.0137,59.6666,0
4,18,1.8216,1,0.005,57.4247,0
20,11,1.0257,1,0.5967,499.3531,1
20,3713,1.4422,0,0.0658,3.5582,1
1,20,1.5917,0,0.0243,62.3601,0
4,23,1.6913,0,0.0025,44.0778,0
1,20,1.6084,0,0.0128,75.3727,0
3,21,1.322,0,0.0133,42.3309,0
8,17,1.6369,0,0.0067,39.2689,0
2,22,0.5411,0,0.0584,15.5635,0
4,17,1.1739,0,0.0571,45.7961,0
1,18,1.1851,0,0.0015,93.4126,0
1,8,1.4096,0,0.0227,53.4713,0
36,129,1.5155,1,0.7349,272.1403,1
0,7,1.4736,0,0.0013,48.4476,0
2,13,0.8669,0,0.0279,42.1093,0
3,19,1.3842,0,0.04,51.1703,0
20,48,2.0525,1,0.9702,448.7011,1
2,21,1.1064,0,0.0371,111.5132,0
5,19,1.8247,0,0.0015,48.665,0
3,15,2.0868,0,0.0149,14.5272,0
3,13,1.5558,0,0.0223,57.7135,0
3,18,2.3086,0,0.0539,65.3725,0
4,14,1.0759,0,0.037,69.4381,0
657,941,0.6273,1,0.0844,8.2017,1
1,21,1.0637,0,0.0142,36.5595,0
6,20,2.3333,0,0.0075,21.8636,0
4,20,0.4429,0,0.0084,13.5951,0
3,19,1.9907,0,0.0062,61.3985,0
3,12,1.2606,0,0.0316,80.8648,0
1,14,1.7764,0,0.0436,59.1311,0
114,453,0.3757,1,0.04,9.217,1
1,16,1.3335,0,0.0006,43.0219,0
2,20,1.8264,0,0.0028,69.2932,0
5,29,1.826,0,0.0006,75.9063,0
2,13,1.9957,0,0.0807,47.6451,0
526,832,0.0613,1,0.2083,9.4676,1
2,19,2.1132,0,0.0301,41.4691,0
2,15,1.6858,0,0.0328,37.5356,0
7,23,0.5639,0,0.0207,59.0364,0
2,13,0.8066,0,0.0177,58.2078,0
4,15,0.6998,0,0.0062,36.6582,0
2,22,1.7737,0,0.0026,34.7365,0
12,117,2.1229,1,0.5476,101.9622,1
4,25,1.9575,0,0.002,58.5505,0
2,24,1.6503,0,0.0153,62.282,0
1,16,1.9194,0,0.0309,61.024,0
5,23,1.3273,0,0.0131,88.2804,0
2,18,1.1923,0,0.0036,69.0946,0
3,24,1.6898,0,0.0006,66.3974,0
1,23,1.0623,0,0.0324,70.2075,0
5,21,1.9656,0,0.0104,63.116,0
7,21,0.6766,0,0.0104,62.0918,0
3,15,1.046,0,0.0096,64.4897,0
4,17,2.1231,0,0.0077,49.6608,0
3,18,1.6881,0,0.018,48.9431,0
1,12,0.8476,0,0.0112,39.4189,0
4,17,1.7865,0,0.0324,26.8532,0
4,19,1.8117,0,0.0443,88.7893,0
2,17,1.9584,0,0.0338,41.866,0
4,23,1.756,0,0.0268,51.9436,0
5,18,1.0608,0,0.0026,88.5538,0
4,19,1.7938,0,0.0564,67.411,0
2,21,1.5632,0,0.0092,40.6174,0
0,14,1.4469,0,0.0028,55.5901,0
4,12,1.6117,0,0.1309,34.414,0
1,19,1.7327,0,0.0045,63.3084,0
1,10,1.4347,0,0.0088,29.6467,0
271,709,0.9453,1,0.0066,9.0287,1
6,18,1.3528,0,0.0236,45.6421,0
1,22,1.4977,0,0.0027,65.8566,0
5,22,2.1553,0,0.0013,32.83,0
2,16,1.0423,0,0.0003,42.017,0
3,19,1.7114,0,0.045,53.0512,0
7,109,2.4406,1,0.453,388.6366,1
2,19,1.2229,0,0.0086,52.4621,0
4,16,0.1007,0,0.0187,60.7548,0
3,21,1.252,0,0.0277,70.6865,0
4,25,1.312,0,0.0064,55.2237,0
3,19,1.8931,0,0.0039,40.7319,0
1,23,1.9106,0,0.0018,39.5885,0
4,27,2.1764,0,0.024,57.5734,0
5,22,0.6765,0,0.0408,83.5286,0
2,16,1.6177,0,0.0028,10.0,0
288,310,0.6348,1,0.022,5.3619,1
1,119,1.9516,1,0.6862,423.5217,1
3,22,1.4569,0,0.0155,33.2371,0
2,22,1.6061,0,0.0276,57.1981,0
2,13,1.4691,0,0.032,59.5888,0
3,26,1.4017,0,0.014,102.0742,0
2,12,2.3304,0,0.012,22.5583,0
4,18,0.406,0,0.0001,29.7003,0
37,145,2.3944,1,0.4169,218.7729,1
2,23,1.7023,0,0.0112,50.9067,0
33,18,2.9996,1,0.9581,421.0233,1
3,15,1.0812,0,0.0381,47.7871,0
3,17,1.7317,0,0.0004,64.5475,0
6,26,0.5872,0,0.0117,64.8779,0
5,18,1.8809,0,0.0058,51.9046,0
4,16,2.3915,0,0.0338,44.4508,0
5,22,2.2148,0,0.0145,47.8341,0
3,30,2.3456,0,0.0395,52.9726,0
1,22,2.0123,0,0.0084,61.6139,0
3,15,0.8324,0,0.0247,63.1885,0
4,15,1.7984,0,0.0241,76.6747,0
4,21,1.7576,0,0.0034,80.7556,0
761,866,0.8921,1,0.2528,1.8723,1
1,13,1.2011,0,0.0134,66.5636,0
4,18,2.0762,0,0.019,53.628,0
0,17,1.2733,0,0.0199,28.8266,0
3,20,1.7523,0,0.0231,55.658,0
0,8,1.231,0,0.0097,54.6231,0
6,25,1.4286,0,0.0007,55.9022,0
2,12,2.0276,0,0.0221,62.8039,0
7,29,1.2428,0,0.0046,63.7414,0
5,20,0.6799,0,0.0086,17.3488,0
42,1544,1.2242,1,0.082,16.7563,1
1,16,1.3424,0,0.0007,40.9573,0
6,23,1.8167,0,0.0243,64.5324,0
5,20,0.455,0,0.0086,85.4086,0
5,15,1.1552,0,0.0357,59.8991,0
1,19,1.9354,0,0.003,76.3373,0
3,17,1.0375,1,0.0426,57.2075,0
2,11,1.7526,0,0.0011,22.8432,0
4,22,0.8384,0,0.0143,52.1293,0
4,14,1.3655,0,0.0031,35.489,0
10,79,0.1627,0,0.5803,18.9319,1
3,15,0.9703,0,0.031,56.9928,0
3,12,0.9208,0,0.0243,39.9528,0
4,15,1.7235,0,0.0006,50.4859,0
5,23,1.3748,0,0.0259,49.6075,0
6,25,1.8018,0,0.0126,43.7376,0
4,19,1.6637,0,0.0259,32.5526,0
3,25,1.6024,0,0.0015,55.2132,0
5,23,2.9985,0,0.0022,51.0768,0
2,26,2.6221,0,0.0038,23.7745,0
1,21,1.6058,0,0.0455,75.2257,0
2,20,2.2266,0,0.0078,55.3871,0
1,18,2.2578,0,0.0167,77.5076,0
5,23,1.1467,0,0.0039,57.6437,0
3,18,0.6521,0,0.011,84.7375,0
421,616,0.9384,0,0.0381,1.1222,1
5,21,1.3554,0,0.0151,61.9765,0
3,14,1.8088,0,0.0117,90.623,0
0,10,1.5902,0,0.0377,74.3203,0
3,12,1.4514,0,0.0124,36.0451,0
1,15,0.8682,0,0.0125,56.657,0
1,11,1.3599,1,0.0079,14.2471,0
5,20,1.2765,0,0.0081,47.0794,0
1,24,0.9871,1,0.0782,38.1075,0
2,16,2.2697,0,0.0017,60.9385,0
1,21,1.7262,0,0.0067,87.3094,0
1,11,0.7606,0,0.0033,53.8816,0
5,23,1.9642,0,0.0148,50.448,0
4,20,1.732,0,0.0034,46.8431,0
5,18,1.6738,0,0.0223,63.0206,0
3,17,1.8601,0,0.0063,21.8273,0
2,21,1.0957,0,0.0294,45.7552,0
4,24,1.2621,0,0.1085,16.5128,0
5,12,2.1423,0,0.0134,58.4916,0
26,2650,2.4782,1,0.365,17.3565,1
8,24,2.3457,0,0.0799,63.9905,0
4,20,2.2493,0,0.0043,10.0,0
3,14,1.6303,0,0.01,51.387,0
1,13,1.7632,0,0.0177,49.0772,0
3,20,1.7408,0,0.019,36.105,0
4,13,1.039,0,0.0131,37.7902,0
3,15,1.7396,0,0.0091,73.5625,0
1,16,2.0268,0,0.0147,35.5307,0
2,16,2.0244,0,0.0166,79.1883,0
3,22,1.5464,0,0.0635,47.0813,0
42,3917,1.8855,1,0.3598,3.2426,1
6,28,1.6101,0,0.0102,23.03,0
2,13,1.437,1,0.0005,50.4544,0
4,20,2.0379,0,0.0075,116.3538,0
6,19,1.3856,0,0.0311,80.5753,0
5,20,1.4688,0,0.0254,78.086,0
2,15,2.0973,0,0.011,45.1681,0
6,24,1.7716,0,0.0406,50.6149,0
5,23,1.0032,0,0.0151,52.7185,0
4,18,0.852,0,0.0091,46.4475,0
5,22,1.3791,0,0.0156,10.0,0
1,16,0.8296,0,0.0354,47.414,0
0,13,1.6177,0,0.0108,23.4841,0
2,18,1.9151,0,0.0241,41.2331,0
12,76,0.2245,0,0.5332,11.0315,1
6,16,1.4032,0,0.0018,22.2843,0
3,17,1.5934,0,0.019,27.383,0
