sequence_id,step,stage_label,stage_name,requests_per_ip_10s,requests_per_ip_60s,endpoint_entropy,latency_spike,error_rate,request_variance
29,4,0,NORMAL,2.410971,3.077796,3.852288,0.138167,0.020470,0.239713
29,5,0,NORMAL,3.025932,3.466332,4.032235,0.091740,0.019042,0.000000
29,6,0,NORMAL,0.696494,9.840757,2.831795,0.124932,0.020890,0.306873
29,7,0,NORMAL,0.000000,9.040042,4.309718,0.171997,0.023898,0.409496
29,8,0,NORMAL,1.697074,9.631422,3.096378,0.137871,0.041332,0.481435
29,9,0,NORMAL,0.655255,10.329697,3.470127,0.143842,0.014664,0.749187
29,10,0,NORMAL,1.267496,6.797005,2.901473,0.199468,0.019036,0.693354
29,11,0,NORMAL,0.948072,7.298358,4.050596,0.073963,0.011295,0.546639
29,12,0,NORMAL,2.090052,9.497068,4.321424,0.117688,0.026440,0.715783
29,13,0,NORMAL,1.036668,4.748311,2.833927,0.139773,0.022901,0.523849
29,14,0,NORMAL,4.055477,5.317184,4.525906,0.027538,0.011876,0.000000
29,15,1,RECON,2.797486,12.634999,3.101989,0.377736,0.064229,3.449627
29,16,1,RECON,5.437639,11.553324,3.931969,0.248115,0.059289,2.813617
29,17,2,ESCALATION,10.785939,64.977019,2.773549,0.451310,0.071660,6.320193
29,18,2,ESCALATION,16.537054,52.619178,2.642652,0.866897,0.152200,5.836814
29,19,3,SURGE,57.857555,205.834879,1.219510,0.943882,0.322604,29.490975
29,20,4,SUSTAINED,76.134732,286.896133,1.799540,1.000085,0.337773,53.413806
29,21,0,NORMAL,0.548295,10.345221,3.745527,0.164300,0.017892,0.457466
29,22,0,NORMAL,2.891898,3.589353,3.868028,0.098975,0.009414,0.000000
29,23,1,RECON,7.895426,26.373423,4.484301,0.496201,0.049141,2.762643
29,24,2,ESCALATION,12.427006,39.837363,1.563683,0.693064,0.074335,5.595684
29,25,1,RECON,4.591281,26.817462,5.875023,0.133913,0.042911,1.172514
29,26,3,SURGE,62.865935,174.537227,1.529029,0.852258,0.330712,44.375676
29,27,3,SURGE,33.330825,197.328453,2.333284,1.032613,0.157646,37.492593
29,28,4,SUSTAINED,93.688812,307.328348,0.969661,0.951708,0.195705,48.490232
29,29,4,SUSTAINED,86.765403,241.760576,1.085653,1.000484,0.241942,56.375097
29,30,4,SUSTAINED,93.715043,293.095914,1.148520,0.992748,0.246946,53.674701
29,31,4,SUSTAINED,78.888705,325.452193,1.366248,0.912566,0.305468,63.942650
29,32,4,SUSTAINED,81.161334,294.205180,1.181098,0.868467,0.356431,50.353889
29,33,3,SURGE,53.786234,174.979814,1.985249,0.999388,0.260433,46.089204
29,34,3,SURGE,59.916324,173.535024,1.861626,0.830659,0.324258,37.473327
29,35,4,SUSTAINED,86.069824,300.715933,1.110628,0.948499,0.335753,51.022887
29,36,3,SURGE,60.102867,234.583408,1.460062,1.080830,0.242173,38.098531
29,37,3,SURGE,46.833586,158.530926,1.287733,1.013583,0.248344,36.122846
29,38,3,SURGE,75.511771,250.215298,1.158764,0.850475,0.340687,41.929118
29,39,4,SUSTAINED,85.746784,330.218972,1.028565,0.960972,0.337062,48.038277
29,40,4,SUSTAINED,71.084883,270.492585,1.031070,0.973856,0.287119,51.109491
30,0,0,NORMAL,3.131387,7.762388,3.398676,0.118672,0.000000,0.661045
30,1,0,NORMAL,1.877324,7.642625,3.871804,0.182267,0.029750,0.000000
30,2,1,RECON,10.143860,21.112205,3.276318,0.328183,0.024386,2.986243
30,3,1,RECON,5.148487,13.711100,3.762842,0.448615,0.052069,1.552638
30,4,2,ESCALATION,5.641493,31.230790,2.867176,0.647035,0.077586,12.711631
30,5,3,SURGE,57.619883,156.816931,1.896305,1.109751,0.161909,37.230703
30,6,3,SURGE,45.530545,222.667356,1.988589,0.907823,0.277513,54.087219
30,7,3,SURGE,59.380328,178.704886,1.132008,0.997696,0.181411,37.979408
30,8,3,SURGE,54.969975,211.192811,2.525805,0.887840,0.228230,48.122655
30,9,3,SURGE,74.393358,206.587505,1.400631,0.721628,0.169013,25.314410
30,10,4,SUSTAINED,69.102004,337.667321,1.209074,0.937791,0.266246,58.733552
30,11,0,NORMAL,1.014622,11.565050,3.677311,0.088254,0.026414,0.502680
30,12,0,NORMAL,1.183152,14.211196,3.210190,0.177801,0.018111,0.742129
30,13,0,NORMAL,3.146852,5.478129,4.037818,0.192322,0.017413,0.510412
30,14,0,NORMAL,1.653564,13.134268,2.997883,0.052894,0.036109,0.687365
30,15,0,NORMAL,1.549561,8.378843,3.169662,0.107165,0.002259,0.705486
30,16,0,NORMAL,1.942445,6.828907,3.052623,0.136386,0.008289,0.653569
30,17,1,RECON,7.971043,10.474360,3.770610,0.342145,0.048594,0.880475
30,18,1,RECON,4.979966,27.571627,3.997417,0.416800,0.024658,1.177593
30,19,1,RECON,7.167462,13.213036,4.219262,0.161842,0.046376,2.669538
30,20,1,RECON,4.501931,12.351023,3.681313,0.475811,0.051458,1.198154
31,0,2,ESCALATION,9.929202,70.405096,2.714511,0.783610,0.096186,7.892064
31,1,4,SUSTAINED,58.619299,306.148180,1.185304,1.024302,0.338587,48.197850
31,2,4,SUSTAINED,66.851150,337.264159,1.121306,0.904777,0.307884,53.783384
31,3,3,SURGE,63.406220,208.226357,1.860259,1.009287,0.289180,51.355708
31,4,2,ESCALATION,15.838257,68.587581,2.745462,0.504987,0.168863,12.865772
31,5,1,RECON,4.092897,25.315868,4.840335,0.331558,0.043563,2.265357
31,6,0,NORMAL,1.335662,8.387127,3.632712,0.081230,0.029038,0.886650
31,7,0,NORMAL,1.723752,10.267465,3.538981,0.038213,0.026727,0.543839
31,8,0,NORMAL,3.457271,10.133450,3.624585,0.108186,0.009963,0.000000
31,9,0,NORMAL,1.952283,1.683382,3.227839,0.087619,0.017846,0.301483
31,10,0,NORMAL,3.723894,9.986436,3.219850,0.096583,0.019717,0.269613
31,11,2,ESCALATION,20.052620,43.703234,2.143182,0.493529,0.104720,2.081887
31,12,2,ESCALATION,19.339900,56.768441,4.137877,0.687666,0.157957,16.400258
31,13,2,ESCALATION,15.815351,64.606104,2.464458,0.516153,0.074091,9.193954
32,0,1,RECON,4.724577,8.362394,3.035554,0.185273,0.032341,2.331539
32,1,2,ESCALATION,20.326397,61.292027,3.443142,0.591259,0.108387,11.298055
32,2,2,ESCALATION,16.880477,69.066078,1.392527,0.456431,0.087768,11.458049
32,3,2,ESCALATION,7.749103,71.167508,2.097133,0.328818,0.090629,7.045381
32,4,2,ESCALATION,18.249390,60.191036,3.432425,0.434982,0.098417,7.908719
32,5,3,SURGE,31.657552,161.722226,1.502216,0.791443,0.237084,38.991396
32,6,3,SURGE,60.644689,225.125971,1.405493,0.854681,0.241712,39.940509
32,7,3,SURGE,64.615539,181.959951,2.004614,0.959105,0.308503,31.911970
32,8,0,NORMAL,0.757542,5.884426,4.126053,0.174375,0.008519,0.362517
32,9,0,NORMAL,2.585606,2.720569,2.698500,0.124481,0.000510,0.365961
32,10,0,NORMAL,2.415666,7.574846,3.317122,0.142229,0.022852,0.305895
32,11,1,RECON,5.766338,26.591186,4.829059,0.421456,0.037788,1.580654
32,12,1,RECON,4.712855,12.959875,5.212747,0.388335,0.043886,2.513369
32,13,1,RECON,6.439656,11.278464,4.083471,0.294196,0.062473,1.497250
33,0,2,ESCALATION,14.694760,50.958263,3.810249,0.587412,0.103261,7.902826
33,1,2,ESCALATION,12.049448,47.895743,2.146445,0.712836,0.115700,5.877430
33,2,2,ESCALATION,17.548254,46.239216,2.479318,0.401859,0.113558,6.925837
33,3,3,SURGE,46.639382,203.105623,1.427511,0.867835,0.259939,45.984018
33,4,3,SURGE,65.527285,190.373189,1.273201,0.795608,0.220342,40.157201
33,5,3,SURGE,60.960571,161.381733,0.835603,0.981941,0.226279,33.303731
33,6,3,SURGE,64.230360,254.996308,1.338770,0.878444,0.303582,25.516434
33,7,4,SUSTAINED,99.552802,218.809874,1.170749,0.914053,0.289409,52.489690
33,8,1,RECON,4.774860,13.445464,4.062252,0.351478,0.026326,0.683013
33,9,1,RECON,3.715147,17.313235,3.881764,0.354809,0.085456,2.463947
33,10,1,RECON,2.231753,16.005176,3.985413,0.127805,0.066387,1.130944
33,11,1,RECON,8.641265,16.758732,4.551178,0.176805,0.062474,1.601446
33,12,1,RECON,4.421330,15.671260,3.939872,0.394968,0.034294,3.388018
33,13,1,RECON,8.230861,12.917447,4.199189,0.250980,0.043125,2.641086
33,14,1,RECON,7.381049,15.975718,4.347404,0.221792,0.030169,1.082959
33,15,1,RECON,5.499211,8.440924,4.162917,0.451603,0.072438,1.531853
33,16,1,RECON,5.919661,6.412859,5.088123,0.278641,0.086626,0.618428
33,17,1,RECON,4.798982,16.344747,3.104125,0.359575,0.063523,3.428102
33,18,2,ESCALATION,12.030523,34.942061,1.978905,0.720984,0.068873,12.440690
33,19,3,SURGE,58.743868,221.002882,1.631961,0.869313,0.283034,39.876234
33,20,4,SUSTAINED,85.568038,295.680837,0.960500,0.979991,0.297441,57.933460
33,21,4,SUSTAINED,70.327030,352.052219,1.663983,0.994189,0.284488,53.198092
33,22,4,SUSTAINED,77.169360,281.023319,1.761670,0.947616,0.370737,46.609649
33,23,4,SUSTAINED,96.568661,300.892522,1.120799,0.891612,0.343294,50.379232
33,24,4,SUSTAINED,70.123982,346.706838,1.546466,0.948421,0.253834,64.215442
33,25,4,SUSTAINED,71.158361,247.136460,1.006210,0.877268,0.275087,59.466452
33,26,4,SUSTAINED,82.845547,278.299960,1.219551,1.046045,0.286061,57.306577
33,27,4,SUSTAINED,92.160849,285.683801,1.515160,0.943841,0.324463,59.026075
34,0,4,SUSTAINED,86.223474,288.293841,1.304867,0.926900,0.301999,48.551838
34,1,1,RECON,5.088376,15.299232,4.155978,0.313400,0.037673,1.896993
34,2,2,ESCALATION,26.728665,65.886780,2.963856,0.675817,0.020830,0.326961
34,3,3,SURGE,46.214359,190.535779,1.582263,0.992041,0.193087,43.197045
34,4,0,NORMAL,2.347509,6.440684,4.191568,0.094825,0.037742,0.262883
34,5,2,ESCALATION,14.701658,45.083864,3.179389,0.455124,0.000000,0.000000
34,6,2,ESCALATION,21.151292,78.310114,2.789483,0.306105,0.083217,8.034274
34,7,2,ESCALATION,23.242874,83.592543,3.086968,0.498370,0.048201,12.639302
34,8,3,SURGE,57.108356,219.246964,1.265715,0.914688,0.177877,48.696698
34,9,3,SURGE,71.588009,191.954553,1.445520,0.778768,0.287988,32.993280
35,0,0,NORMAL,2.121224,2.881709,3.384597,0.139762,0.016217,0.432580
35,1,0,NORMAL,1.874040,4.908453,3.481827,0.149704,0.009488,0.387655
35,2,0,NORMAL,2.941382,7.722925,3.074900,0.104613,0.007964,0.189951
35,3,0,NORMAL,0.933221,12.072013,3.133441,0.123311,0.011637,0.727860
35,4,0,NORMAL,2.039228,8.158554,4.663903,0.131521,0.014071,0.705515
35,5,0,NORMAL,0.370364,5.472554,3.381551,0.079146,0.016672,0.108730
35,6,0,NORMAL,0.577391,7.399362,4.022915,0.098491,0.010206,0.095397
35,7,0,NORMAL,1.242970,8.615693,2.799274,0.140652,0.021155,0.556951
35,8,0,NORMAL,1.562205,5.822550,3.226118,0.090374,0.019090,0.250791
35,9,0,NORMAL,1.439071,9.079477,3.568129,0.159978,0.039555,0.727800
35,10,3,SURGE,67.667743,268.395970,2.240341,0.995117,0.285319,38.358143
35,11,2,ESCALATION,13.310813,59.318774,2.367791,0.471334,0.005793,13.169270
35,12,2,ESCALATION,17.277902,71.866800,2.980176,0.716652,0.050330,15.192130
35,13,2,ESCALATION,16.046012,71.376190,2.098819,0.456708,0.157770,2.398819
35,14,2,ESCALATION,17.660881,79.538387,1.850227,0.741445,0.077621,6.658972
35,15,2,ESCALATION,9.560740,56.052835,2.132601,0.611043,0.073481,4.360899
35,16,2,ESCALATION,16.683536,45.839701,2.820526,0.604431,0.143297,7.069714
35,17,2,ESCALATION,15.380472,57.059744,1.923565,0.366409,0.071233,7.376533
35,18,2,ESCALATION,18.535204,25.923002,1.852169,0.449917,0.092974,3.636068
35,19,2,ESCALATION,12.994781,44.100531,2.891129,0.400763,0.159113,9.464614
35,20,4,SUSTAINED,80.756092,303.720460,1.564416,0.919981,0.330694,55.251127
35,21,4,SUSTAINED,90.327132,305.909379,1.121315,0.975330,0.292782,65.081843
35,22,4,SUSTAINED,76.754859,286.211547,0.836089,0.977828,0.267200,61.588890
35,23,4,SUSTAINED,81.017932,334.506713,0.554326,1.050913,0.282989,55.846572
35,24,4,SUSTAINED,85.809032,308.216518,1.499215,0.975954,0.370435,58.133965
35,25,3,SURGE,69.010788,127.769995,2.544441,0.842566,0.324777,40.214348
35,26,3,SURGE,53.115211,225.029782,1.398724,1.057900,0.271933,47.487541
35,27,4,SUSTAINED,79.315419,312.316549,1.267084,0.998058,0.285364,55.292723
35,28,4,SUSTAINED,61.770488,317.680515,1.099835,0.904384,0.313462,62.364708
35,29,1,RECON,4.729774,22.378705,4.894454,0.291263,0.036138,1.491813
35,30,1,RECON,4.915706,12.769089,2.852110,0.383183,0.039064,2.264310
35,31,1,RECON,2.382151,17.774313,4.063445,0.337974,0.074783,0.936439
35,32,2,ESCALATION,20.157619,47.204344,2.717532,0.562767,0.113793,9.747058
35,33,1,RECON,3.036055,22.951332,5.133427,0.318608,0.020117,1.908203
35,34,1,RECON,2.710800,16.199310,3.072504,0.360729,0.053319,0.683373
35,35,1,RECON,4.886982,20.582071,3.886774,0.219852,0.034583,1.569464
35,36,1,RECON,5.295917,17.046401,3.861344,0.264860,0.100154,1.383420
35,37,1,RECON,11.587708,20.105067,3.096015,0.384269,0.031799,2.727249
36,0,2,ESCALATION,17.832007,64.594842,3.060952,0.433333,0.124454,11.627646
36,1,3,SURGE,78.016426,234.019488,1.584793,0.925149,0.256862,29.990090
36,2,2,ESCALATION,16.105932,43.758723,3.002606,0.503196,0.130948,9.989337
36,3,2,ESCALATION,8.163936,76.860841,2.714865,0.487867,0.086299,6.534765
36,4,4,SUSTAINED,91.088355,313.331802,1.167750,0.980956,0.302952,53.858662
36,5,4,SUSTAINED,76.470738,307.567928,1.261266,0.980147,0.275235,59.260818
36,6,3,SURGE,54.274333,178.842998,1.071179,1.001566,0.201547,34.408669
36,7,4,SUSTAINED,75.435338,294.355719,0.896391,0.991648,0.333869,59.433675
36,8,4,SUSTAINED,80.588713,284.268700,0.955509,1.014495,0.330592,50.840175
36,9,3,SURGE,56.998849,154.871572,1.571061,0.858451,0.202373,28.166940
36,10,4,SUSTAINED,77.028591,297.447151,0.937410,0.982537,0.297378,58.461312
36,11,4,SUSTAINED,73.703059,303.423527,0.821198,0.976972,0.262514,60.509395
36,12,4,SUSTAINED,88.500268,266.321304,0.996669,0.969047,0.346820,64.999653
36,13,4,SUSTAINED,94.701965,291.310064,1.529630,0.902891,0.316808,40.949842
36,14,4,SUSTAINED,83.733414,260.626834,1.328085,0.995323,0.279947,49.186282
36,15,4,SUSTAINED,72.273501,296.963593,1.230627,0.934699,0.366974,50.683577
36,16,3,SURGE,49.587608,202.911103,1.973242,1.013136,0.228987,44.440558
36,17,3,SURGE,54.600608,224.637997,2.244997,0.947170,0.278318,45.377240
36,18,4,SUSTAINED,83.681797,269.497213,1.023034,1.058097,0.289870,50.558955
36,19,4,SUSTAINED,72.418584,286.577426,1.574716,0.952138,0.237536,58.263938
36,20,4,SUSTAINED,92.318812,281.814392,1.515368,1.038785,0.265962,53.840722
36,21,4,SUSTAINED,73.141234,308.108848,1.132524,0.937747,0.301958,55.427588
36,22,4,SUSTAINED,75.209389,283.344848,1.164424,0.947762,0.282446,56.943638
36,23,4,SUSTAINED,74.156270,291.602165,0.943165,1.031460,0.300754,56.060618
36,24,0,NORMAL,1.984221,4.354240,3.415091,0.053150,0.017226,0.000000
36,25,2,ESCALATION,22.319632,62.455966,3.591424,0.708158,0.126919,6.641394
36,26,3,SURGE,71.467446,202.582719,2.497609,0.863490,0.348645,38.745666
36,27,2,ESCALATION,23.483459,34.655751,2.509001,0.345053,0.050802,10.001201
36,28,3,SURGE,60.523663,222.249565,0.757045,1.028677,0.232545,44.259210
36,29,3,SURGE,73.707966,195.805704,0.650545,0.905713,0.260035,31.725913
36,30,3,SURGE,56.389816,146.289842,1.768594,0.843627,0.229681,36.299369
36,31,2,ESCALATION,14.795419,51.186497,2.535618,0.569430,0.153973,9.943582
36,32,3,SURGE,66.062302,144.790294,1.149552,0.879501,0.213707,31.483704
36,33,2,ESCALATION,8.267354,46.152117,2.758344,0.381042,0.103157,6.698499
36,34,4,SUSTAINED,78.706994,320.889926,1.260964,0.879896,0.296374,47.586255
36,35,4,SUSTAINED,74.038953,311.458891,0.797294,0.950735,0.322897,60.445573
36,36,4,SUSTAINED,80.142008,305.524409,1.664138,0.875933,0.263556,71.826775
36,37,4,SUSTAINED,64.872050,282.523496,0.369338,0.962046,0.332391,49.530026
36,38,4,SUSTAINED,87.389233,247.493536,0.803529,0.938594,0.269907,53.236799
36,39,4,SUSTAINED,81.714508,295.523007,1.364757,0.960020,0.308268,46.322156
36,40,4,SUSTAINED,77.353069,295.002051,1.514479,0.914028,0.354047,63.666852
36,41,4,SUSTAINED,72.155034,234.411203,1.523650,0.955569,0.270192,62.041374
36,42,4,SUSTAINED,76.606758,315.746711,0.865919,0.944526,0.343565,56.266664
36,43,4,SUSTAINED,89.068819,300.232150,0.498978,0.894711,0.330533,45.698491
36,44,0,NORMAL,2.338481,12.408712,3.212490,0.067826,0.019476,0.605274
36,45,0,NORMAL,3.049268,5.602569,3.560080,0.122261,0.015998,0.751913
36,46,0,NORMAL,2.788846,8.582312,3.688202,0.068380,0.013692,0.867319
36,47,0,NORMAL,0.977035,8.542590,2.313112,0.071303,0.029610,0.462456
36,48,0,NORMAL,0.000000,6.823239,3.669136,0.123264,0.029624,0.436923
37,0,4,SUSTAINED,78.363828,262.152748,0.645639,0.895741,0.360347,53.376633
37,1,0,NORMAL,1.486504,2.628347,3.968057,0.000000,0.014452,0.483616
37,2,0,NORMAL,1.273530,2.486116,3.099453,0.062562,0.012269,0.791018
37,3,0,NORMAL,2.300979,8.474891,3.980228,0.093343,0.027911,0.448334
37,4,0,NORMAL,0.497059,0.085166,3.688773,0.121559,0.024755,0.342520
37,5,0,NORMAL,1.540122,9.262637,3.797318,0.185937,0.016830,0.304042
37,6,0,NORMAL,3.552367,9.264233,3.726531,0.255835,0.023250,0.109304
37,7,0,NORMAL,1.025218,6.812395,3.298705,0.070649,0.006067,0.977750
37,8,1,RECON,4.549056,21.788189,4.576854,0.327569,0.063700,2.107148
37,9,1,RECON,6.506225,18.813594,4.023684,0.453040,0.040442,2.313051
37,10,1,RECON,3.780884,13.960888,3.916918,0.250778,0.020837,1.478804
37,11,2,ESCALATION,21.329718,58.315870,1.240279,0.596196,0.077674,9.359240
37,12,2,ESCALATION,14.036562,48.466464,2.786545,0.701661,0.099214,11.256608
37,13,3,SURGE,66.670455,128.535247,1.946653,0.854210,0.285786,32.219737
37,14,3,SURGE,79.763887,161.720677,1.958443,0.911842,0.228994,39.641369
37,15,3,SURGE,59.862456,156.690387,1.341822,0.992530,0.262710,28.142636
37,16,4,SUSTAINED,79.943202,283.734442,1.424003,0.941640,0.253374,66.086858
37,17,4,SUSTAINED,79.348918,287.846845,1.553990,0.923756,0.238201,50.927934
37,18,3,SURGE,68.321322,189.799374,2.049302,0.974794,0.236671,38.672721
37,19,3,SURGE,51.681131,200.180203,1.623405,0.731303,0.240534,37.575551
37,20,4,SUSTAINED,65.244024,288.554819,1.055474,0.998004,0.298258,65.776568
37,21,3,SURGE,55.897770,209.586348,1.358372,0.985940,0.183390,33.410432
37,22,2,ESCALATION,21.128782,16.970471,3.624683,0.478980,0.024645,0.000000
37,23,2,ESCALATION,14.901476,49.011529,3.179920,0.417577,0.055678,6.760741
37,24,2,ESCALATION,16.153864,38.162530,3.340868,0.406790,0.065211,6.372825
37,25,2,ESCALATION,14.336018,39.582297,3.355665,0.821412,0.108387,11.701527
37,26,2,ESCALATION,11.971801,50.399513,2.030473,0.469259,0.074952,6.791342
37,27,3,SURGE,57.129032,221.289307,1.452203,0.713563,0.212694,27.844805
37,28,3,SURGE,65.033174,210.261929,1.185038,0.924685,0.226494,30.894196
37,29,4,SUSTAINED,86.544222,328.466864,1.017495,1.008968,0.280257,58.921008
37,30,4,SUSTAINED,78.208143,227.364664,1.109426,0.954554,0.283598,65.537128
37,31,2,ESCALATION,12.182094,36.426911,2.461734,0.654712,0.159121,5.897622
37,32,4,SUSTAINED,70.742971,339.188562,1.536301,0.944701,0.244156,47.160025
37,33,3,SURGE,65.493379,117.354208,1.371476,1.061830,0.239125,51.917105
37,34,4,SUSTAINED,71.325763,291.219861,1.161392,0.902374,0.261205,64.040612
37,35,3,SURGE,70.784361,182.540621,1.489744,0.956184,0.220072,44.543235
37,36,2,ESCALATION,17.198537,12.972048,2.663892,0.628136,0.124892,4.104769
37,37,2,ESCALATION,11.556640,52.793238,1.580840,0.498016,0.112457,7.150888
37,38,2,ESCALATION,16.118621,41.875186,1.638286,0.520012,0.061877,6.264972
37,39,3,SURGE,74.173334,198.477595,1.721626,0.755552,0.262276,39.520752
37,40,3,SURGE,54.595415,190.334495,1.923526,0.890797,0.194558,60.413066
37,41,1,RECON,4.870600,19.733441,4.414094,0.281026,0.046305,1.812055
37,42,2,ESCALATION,25.751096,46.700136,3.158159,0.449802,0.085809,6.633669
37,43,4,SUSTAINED,78.715031,287.789770,1.551457,0.890165,0.276914,49.609357
37,44,2,ESCALATION,10.652958,58.434498,3.382097,0.478082,0.044928,3.907538
37,45,4,SUSTAINED,69.915248,311.760798,1.234305,0.968857,0.318863,49.397975
37,46,4,SUSTAINED,85.719417,281.119662,0.374955,0.982438,0.258550,57.802815
37,47,4,SUSTAINED,80.134100,329.872975,1.246139,1.029371,0.257516,54.950710
38,0,3,SURGE,55.679605,282.774846,2.348879,0.928207,0.277630,49.533371
38,1,3,SURGE,46.880000,250.256757,1.609595,0.877349,0.250556,20.911668
38,2,3,SURGE,52.469533,236.722865,1.898012,0.957668,0.269773,28.021226
38,3,3,SURGE,66.293979,249.807706,2.347284,0.730744,0.230576,34.061867
38,4,3,SURGE,60.134019,190.636717,1.911042,0.789859,0.197944,31.806198
38,5,3,SURGE,47.714098,198.057140,1.433804,0.821348,0.293688,39.523996
38,6,4,SUSTAINED,78.439601,299.274153,1.031165,0.949648,0.328489,52.531995
38,7,4,SUSTAINED,73.498024,322.771517,1.026028,0.992584,0.302439,64.125722
38,8,4,SUSTAINED,68.190586,281.513483,0.784617,0.880863,0.324862,54.974927
38,9,4,SUSTAINED,76.904299,282.082870,1.695111,0.913225,0.247115,59.776304
38,10,4,SUSTAINED,96.310190,284.213831,1.453795,1.004110,0.279147,50.542475
38,11,4,SUSTAINED,84.599135,257.681697,0.861469,0.823178,0.323815,53.429037
38,12,4,SUSTAINED,66.468447,267.056929,1.056612,0.916384,0.304713,58.500809
38,13,4,SUSTAINED,79.839864,333.462080,0.951008,0.866253,0.285908,45.413670
38,14,4,SUSTAINED,73.756367,241.371858,1.720808,0.923122,0.234495,60.389031
38,15,4,SUSTAINED,88.721328,277.998170,1.037731,0.967242,0.323729,59.610902
38,16,4,SUSTAINED,84.228934,322.368858,1.260171,0.942867,0.242188,58.595045
38,17,4,SUSTAINED,76.691073,338.332991,0.771650,1.032202,0.299109,56.905109
38,18,4,SUSTAINED,66.663417,295.811703,1.300423,0.983811,0.292079,41.844761
38,19,4,SUSTAINED,96.416157,267.223920,1.628115,0.903296,0.292702,58.751250
38,20,3,SURGE,75.922151,203.029134,1.684340,0.873239,0.282936,52.630342
38,21,3,SURGE,77.297128,175.536168,1.805638,0.948911,0.196571,41.710478
38,22,3,SURGE,51.468078,214.320097,1.558516,0.892741,0.246571,39.279918
38,23,1,RECON,5.279668,14.780429,6.325448,0.159067,0.038305,1.595406
38,24,2,ESCALATION,8.399327,56.388834,2.949036,0.550040,0.149454,11.647488
38,25,2,ESCALATION,15.970087,22.038470,2.859456,0.380902,0.092545,2.943884
38,26,2,ESCALATION,6.517157,52.224269,2.064097,0.372554,0.146189,9.763754
38,27,2,ESCALATION,22.798636,38.407419,3.699383,0.280174,0.129844,6.519987
38,28,2,ESCALATION,18.072349,64.174273,3.349161,0.532229,0.105278,9.580600
38,29,2,ESCALATION,17.706779,53.059992,3.305670,0.255919,0.094749,3.848461
38,30,3,SURGE,76.419302,181.036609,1.550901,0.975649,0.146614,35.823116
38,31,4,SUSTAINED,56.824042,270.695745,1.530257,1.000150,0.314973,60.293186
38,32,4,SUSTAINED,84.443159,290.530389,1.234744,0.918381,0.350539,64.129356
39,0,2,ESCALATION,10.231130,69.154605,3.126344,0.549288,0.074655,9.276991
39,1,4,SUSTAINED,85.072499,341.366601,1.689314,0.985426,0.244719,56.183981
39,2,4,SUSTAINED,73.051107,298.224553,1.624057,0.980857,0.399206,50.602784
39,3,4,SUSTAINED,89.793003,264.123641,1.140970,0.946718,0.341440,58.685608
39,4,4,SUSTAINED,76.780553,336.450121,2.407747,0.984564,0.303987,47.212822
39,5,4,SUSTAINED,78.290318,283.961993,1.195177,1.038901,0.349887,54.047004
39,6,3,SURGE,73.373676,198.037829,0.809400,0.971243,0.301284,20.592733
39,7,4,SUSTAINED,79.116368,322.035327,1.045276,0.908393,0.329087,52.190066
39,8,4,SUSTAINED,71.107875,259.430009,1.426581,0.962626,0.336898,51.804442
39,9,4,SUSTAINED,90.885751,254.311237,1.575438,1.016025,0.334404,50.873155
39,10,3,SURGE,57.899442,148.198413,1.115322,0.964473,0.282467,31.603401
39,11,2,ESCALATION,17.271517,72.648294,3.141482,0.658787,0.119083,10.939787
39,12,3,SURGE,58.782555,198.440689,1.402500,0.944389,0.281719,43.138057
39,13,4,SUSTAINED,74.114159,332.915582,1.304920,0.899069,0.292252,44.540202
39,14,4,SUSTAINED,84.056864,294.048602,1.027660,1.029230,0.253754,59.238358
39,15,4,SUSTAINED,88.618143,299.053837,0.859779,0.881897,0.283538,50.877996
39,16,3,SURGE,56.736865,195.910116,1.694085,0.776220,0.215888,38.722623
39,17,3,SURGE,78.364237,209.289864,0.854564,0.941818,0.277283,38.998976
39,18,4,SUSTAINED,94.064438,267.903483,1.398232,0.960003,0.324032,65.241148
39,19,4,SUSTAINED,75.530686,333.179768,1.010670,0.958178,0.248277,48.800313
40,0,1,RECON,5.994575,13.902855,5.223750,0.264804,0.027528,2.060644
40,1,1,RECON,7.537890,18.002651,4.078659,0.359180,0.029901,0.968677
40,2,2,ESCALATION,9.501646,33.499848,3.302054,0.578760,0.049847,6.142592
40,3,4,SUSTAINED,94.210554,327.180313,1.073747,0.978810,0.245753,50.964123
40,4,0,NORMAL,2.452231,7.707623,3.624007,0.103917,0.018364,0.411156
40,5,0,NORMAL,2.231938,9.232447,3.599180,0.041070,0.010011,0.619665
40,6,1,RECON,5.304831,15.941658,4.379472,0.186318,0.076179,2.149275
40,7,3,SURGE,58.332045,178.918551,2.024668,0.879776,0.257768,44.589812
40,8,4,SUSTAINED,81.549676,308.233067,0.733776,0.962635,0.298170,55.779798
40,9,4,SUSTAINED,82.073359,340.120297,0.846148,0.932892,0.326665,57.885555
40,10,4,SUSTAINED,102.028618,318.424066,1.539281,0.934646,0.260284,53.114095
40,11,3,SURGE,64.068279,216.130055,1.414262,0.862620,0.241007,45.795804
40,12,4,SUSTAINED,71.950067,322.870277,1.004784,0.973446,0.292321,64.394731
40,13,4,SUSTAINED,81.428895,318.197795,0.937812,0.946357,0.289337,51.917119
40,14,3,SURGE,71.120146,176.057971,1.726563,0.931460,0.180151,44.153356
40,15,4,SUSTAINED,85.024735,284.784251,1.202510,0.885286,0.304895,60.561703
40,16,4,SUSTAINED,75.142663,313.638631,1.343885,0.828291,0.380616,58.171321
